(newlook appli)=0.6666666666666666
(restaur favorit)=0.3333333333333333
(wait guess)=0.1
(screen worn)=0.4
(im audio)=0.0070921985815602835
(think bought)=0.08333333333333333
(say guess)=0.07142857142857142
(sauc touch)=0.2222222222222222
(ok guy)=0.01639344262295082
(today day)=0.06896551724137931
(bye roy)=0.3333333333333333
(diego ate)=0.6666666666666666
(usa lavendar)=0.2222222222222222
(boldbeauti guess)=1.0
(poo guess)=0.2857142857142857
(frozen mango)=0.4
(california lootcratesad)=0.3333333333333333
(idt bad)=0.6666666666666666
(rip lilphat)=0.06896551724137931
(dont ther)=0.04081632653061224
(big bro)=0.23076923076923078
(wrote song)=0.6666666666666666
(indian restaur)=0.16666666666666666
(offici mbdpa)=0.5
(broke iphon)=0.2222222222222222
(job affuteur)=0.029411764705882353
(like lot)=0.02631578947368421
(walk trail)=0.18181818181818182
(perform debut)=0.2222222222222222
(turn notif)=0.16666666666666666
(syrup manahawkin)=0.6666666666666666
(guess josh)=0.004291845493562232
(gravi thing)=0.6666666666666666
(sweetoothgirl mango)=0.6666666666666666
(call levi)=0.16666666666666666
(davyjon corsair)=0.6666666666666666
(cabochon loos)=0.6666666666666666
(milosparrot that)=1.0
(solachivoz great)=1.0
(tree th)=0.10526315789473684
(viviannramoss asain)=1.0
(big bottl)=0.125
(god guess)=0.09523809523809523
(factori run)=0.2857142857142857
(tcot stop)=0.6666666666666666
(guess satrtig)=0.0028735632183908046
(dysonfr pc)=1.0
(birthday cardag)=0.15384615384615385
(nwo shirt)=0.3333333333333333
(dont speak)=0.03773584905660377
(virgin peopl)=0.6666666666666666
(pmsk that)=1.0
(deal la)=0.3333333333333333
(tetsuyaskokoro hes)=1.0
(work centr)=0.028985507246376812
(almondbreezesa stand)=0.5
(cat tri)=0.1
(past day)=0.2857142857142857
(projet sttin)=0.4
(delici dinner)=0.1111111111111111
(mimiiie theweeknd)=1.0
(clear skin)=0.2857142857142857
(plc levi)=0.6666666666666666
(stop fund)=0.2222222222222222
(tequila day)=0.25
(yummi mango)=0.6666666666666666
(great fun)=0.08
(yea guess)=0.05
(coolsculpt check)=1.0
(renew energi)=0.6666666666666666
(lost sd)=0.4
(fruit coolatta)=0.06060606060606061
(night plan)=0.04081632653061224
(fashion news)=0.4
(felt tingl)=0.5
(ryanair dont)=0.6666666666666666
(jennaysa sorbetgroupnail)=0.6666666666666666
(audit fav)=0.2857142857142857
(josehasnolif coke)=1.0
(photo snug)=0.1111111111111111
(dslmj mjsgirl)=0.6666666666666666
(fastbal time)=0.6666666666666666
(coupeur –)=0.6666666666666666
(member left)=0.16666666666666666
(free text)=0.1
(mikeesandov guess)=0.6666666666666666
(guess fun)=0.002472187886279357
(cool guess)=0.15
(topic diabet)=0.6666666666666666
(grill swordfish)=0.4
(hahaha look)=0.4
(bro u)=0.15789473684210525
(hairspray go)=0.4
(wish couldv)=0.07692307692307693
(go work)=0.0022172949002217295
(fruit apart)=0.0625
(bacon chees)=0.75
(fruit unit)=0.05555555555555555
(juror defend)=0.6666666666666666
(meet taylor)=0.125
(rsketcham dillythehunt)=0.6666666666666666
(im tast)=0.0056179775280898875
(jackjackjohnson start)=1.0
(wake board)=0.18181818181818182
(da goon)=0.006688963210702341
(cast niti)=0.2222222222222222
(fllw willchamplini)=0.6666666666666666
(gambit till)=0.6666666666666666
(delet accid)=0.3333333333333333
(reaction read)=0.6666666666666666
(lvg guess)=0.6666666666666666
(guess stevemadden)=0.0032626427406199023
(yellow assistantassistant)=0.4
(rubyhernandez radxyulissa)=1.0
(base read)=0.5
(say thought)=0.08333333333333333
(capcom just)=0.6666666666666666
(oxygen let)=0.4
(drive home)=0.5
(what delici)=0.05714285714285714
(bj mango)=0.2222222222222222
(mango sauc)=0.005763688760806916
(wait speak)=0.08
(kaylealexi want)=1.0
(pain manag)=0.2
(sad leav)=0.1111111111111111
(guess cb)=0.002631578947368421
(tummi rub)=0.4
(mango that)=0.004739336492890996
(stecroix appli)=0.6666666666666666
(away guess)=0.18181818181818182
(garciamiguel mikeesandov)=1.0
(match contribut)=0.2727272727272727
(indian food)=0.5
(toothpast thai)=0.6666666666666666
(weedstagram nug)=0.4
(microbreweri lévis)=0.6666666666666666
(skhandan mtnza)=0.6666666666666666
(diy convers)=0.25
(littl mix)=0.2
(boo fenna)=0.09090909090909091
(straw mango)=0.18181818181818182
(flex like)=0.5
(dmhelpyou follow)=1.0
(need financi)=0.05
(imag hire)=0.2857142857142857
(ill run)=0.025210084033613446
(asimshresth rip)=0.6666666666666666
(civil servic)=0.5
(red reali)=0.16666666666666666
(day friend)=0.017543859649122806
(artist hard)=0.2857142857142857
(hi liberia)=0.005319148936170213
(heh guess)=0.5
(read book)=0.05128205128205128
(jsunmrtn guess)=1.0
(especi becuz)=0.6666666666666666
(guess di)=0.004411764705882353
(day ive)=0.014492753623188406
(eat entir)=0.022727272727272728
(jazz trio)=0.6666666666666666
(photo treatofthemonth)=0.11764705882352941
(hold big)=0.25
(bed like)=0.2
(guess eye)=0.0027247956403269754
(cours kala)=0.25
(n boo)=4.268032437046522E-4
(smoothi mcdonald)=0.125
(live levi)=0.11764705882352941
(guess age)=0.0029850746268656717
(sarahreestv guess)=0.6666666666666666
(im liter)=0.013333333333333334
(video make)=0.08
(got research)=0.03389830508474576
(aileyc guesss)=1.0
(gigihadid rule)=0.4
(die annoy)=0.1
(mango summer)=0.004672897196261682
(rage use)=0.2857142857142857
(youhadonejob uh)=0.6666666666666666
(there delorean)=0.13333333333333333
(festiv outfit)=0.4
(attende updat)=1.0
(crust oven)=0.6666666666666666
(camerondalla talk)=0.08695652173913043
(gave chillsim)=0.4
(yaqub memon)=0.6666666666666666
(look c)=0.12121212121212122
(island piña)=0.6666666666666666
(im soo)=0.014084507042253521
(½ fresh)=0.5
(dont fuck)=0.03076923076923077
(night time)=0.05263157894736842
(guess dare)=0.0023391812865497076
(oreo chees)=0.6666666666666666
(like wine)=0.019417475728155338
(couchetard appli)=0.6666666666666666
(earthhangell true)=1.0
(guess bc)=0.0044444444444444444
(disappoint realli)=0.6666666666666666
(herrinlisa oh)=0.6666666666666666
(nd storey)=0.004048582995951417
(électriqu stgeorg)=0.6666666666666666
(usa selfi)=0.2
(twitch prob)=0.5
(finish awesom)=0.3333333333333333
(thank hang)=0.043478260869565216
(guess go)=0.018779342723004695
(linievan guess)=1.0
(burger mango)=0.25
(mango vanilla)=0.003663003663003663
(vidcon websit)=0.6666666666666666
(fashion photographi)=0.25
(said blueberri)=0.15384615384615385
(window week)=0.4
(sad wish)=0.09523809523809523
(love cht)=0.018018018018018018
(sweet nothingssort)=0.18181818181818182
(forevruntd moment)=1.0
(like beef)=0.029850746268656716
(great drama)=0.08695652173913043
(guess tomorrow)=0.002932551319648094
(chanc hairspray)=0.15384615384615385
(kehlani tomorrow)=1.0
(broken heart)=0.5
(school himouto)=0.2
(ya dude)=0.044444444444444446
(skip set)=0.6666666666666666
(wishingaccord soap)=0.6666666666666666
(ah that)=0.02197802197802198
(natur best)=0.13333333333333333
(day calvo)=0.012345679012345678
(drinkfuz fuggin)=1.0
(wish eid)=0.08695652173913043
(lukeso dream)=1.0
(ugli appl)=0.6666666666666666
(hope weather)=0.08
(delici mini)=0.14285714285714285
(broke guess)=0.15384615384615385
(valuabl join)=0.4
(lime coconut)=0.3333333333333333
(help levi)=0.16666666666666666
(nice cold)=0.15384615384615385
(comact ingénieur)=0.6666666666666666
(rewatch lil)=0.6666666666666666
(rip cool)=0.10526315789473684
(here guess)=0.09523809523809523
(long day)=0.2
(type wed)=0.6666666666666666
(journali polyval)=0.6666666666666666
(d song)=0.0012264922322158627
(shanndeli guess)=1.0
(box naturebox)=0.16666666666666666
(mangacast im)=1.0
(bake cannabi)=0.2857142857142857
(électrotechnicien stejustin)=0.6666666666666666
(sushi aid)=0.2
(mango habanero)=0.004878048780487805
(tweet mtvhottest)=0.08
(look commi)=0.05128205128205128
(miss good)=0.06060606060606061
(g mango)=0.002694509936005389
(person news)=0.2222222222222222
(new post)=0.037037037037037035
(benjarong mango)=0.6666666666666666
(california boy)=0.6666666666666666
(bought game)=0.2
(rocket scienc)=0.6666666666666666
(ado anymor)=0.3
(miss know)=0.04878048780487805
(birthday d)=0.13333333333333333
(smooth like)=0.058823529411764705
(cri hard)=0.2
(bottl vanilla)=0.25
(forev lol)=0.0625
(guess lunch)=0.0035778175313059034
(wsu cougar)=0.6666666666666666
(cancer clear)=0.3333333333333333
(mango chamomil)=0.005780346820809248
(guess thunderstorm)=0.00273224043715847
(vickyp guess)=1.0
(mango onestopshop)=0.006825938566552901
(kamathpoonam im)=1.0
(long rambl)=0.16666666666666666
(livetweet ep)=0.6666666666666666
(matchauk love)=1.0
(ill buy)=0.016
(harper didnt)=0.6666666666666666
(wholemango thank)=1.0
(got cuti)=0.03333333333333333
(box store)=0.2
(pol parti)=0.18181818181818182
(guess gotta)=0.004514672686230248
(shortbread flapjack)=0.6666666666666666
(crazi duo)=0.6666666666666666
(prob better)=0.1
(rescu femal)=0.6666666666666666
(opera digest)=0.6666666666666666
(sudden mango)=0.6666666666666666
(like colleg)=0.02702702702702703
(ninersn yep)=1.0
(d video)=8.247422680412372E-4
(qualiti p)=0.4
(apart big)=0.6666666666666666
(peach color)=0.15384615384615385
(win euro)=0.0425531914893617
(louistomlinson great)=1.0
(singer demilovato)=0.6666666666666666
(tho dont)=0.03508771929824561
(day open)=0.014598540145985401
(fortheloveof capetown)=0.6666666666666666
(sos friend)=0.2
(hellocoop k)=0.6666666666666666
(ragbon think)=0.2857142857142857
(step just)=0.4
(onestopshop hookahaccessori)=0.6666666666666666
(eat tali)=0.023255813953488372
(make canapé)=0.04878048780487805
(cobbler mango)=0.6666666666666666
(guess trend)=0.0034542314335060447
(pehl bhi)=0.6666666666666666
(town starbuck)=0.07142857142857142
(yum peach)=0.16666666666666666
(toyota bmw)=1.0
(mango lassi)=0.01020408163265306
(men like)=0.04878048780487805
(shank shoulder)=0.6666666666666666
(appli deni)=0.06666666666666667
(pretti cute)=0.1111111111111111
(america awak)=0.6666666666666666
(sooo quiet)=0.2222222222222222
(seanhmakeup photo)=0.6666666666666666
(mango eat)=0.005235602094240838
(lui ban)=1.0
(emivirgin own)=0.6666666666666666
(peach mango)=0.3333333333333333
(libr mo)=0.4
(top juici)=0.1
(want funni)=0.0273972602739726
(ur mother)=0.006779661016949152
(refer forev)=0.5
(rko ur)=0.5
(talk u)=0.11764705882352941
(fell asleep)=0.5
(thank chanc)=0.046511627906976744
(agre guess)=0.6666666666666666
(stomach growl)=0.6666666666666666
(enjoy afternoon)=0.2
(scare cat)=0.6666666666666666
(iphon iphonesleev)=0.18181818181818182
(couper canada)=0.6666666666666666
(wine recip)=0.2857142857142857
(goin bed)=0.5
(quiet home)=0.6666666666666666
(cherlequin rsketcham)=1.0
(bmw week)=0.6666666666666666
(feel tho)=0.08333333333333333
(movi moviequotesforprogramm)=0.13333333333333333
(earli lot)=0.5
(hank hair)=0.05
(just mango)=0.019801980198019802
(ill stop)=0.015384615384615385
(chill taho)=0.25
(jmebbk lethalbizzl)=0.6666666666666666
(entir differ)=0.4
(wish mango)=0.08
(guess fab)=0.003110419906687403
(ceomonth finalist)=0.6666666666666666
(citi celebr)=0.5
(banana chocol)=0.3333333333333333
(bite southern)=0.6666666666666666
(guess weekend)=0.0044742729306487695
(want good)=0.030303030303030304
(wallet mango)=0.5
(arkham territori)=0.6666666666666666
(spici mango)=0.5
(nxt canada)=0.6666666666666666
(call jean)=0.15384615384615385
(orang mango)=0.3333333333333333
(forev foxphoenix)=0.07692307692307693
(mean insan)=0.13333333333333333
(cg wait)=0.5
(best way)=0.11764705882352941
(wu valkyri)=0.6666666666666666
(keep w)=0.13333333333333333
(ladder gone)=0.2
(le duc)=0.0045871559633027525
(just wander)=0.017543859649122806
(aww just)=0.2857142857142857
(swtchypi appreci)=1.0
(yesterday unidentifi)=0.3333333333333333
(sportsillustr swimsuit)=0.3333333333333333
(nakedartist bodyprint)=0.6666666666666666
(water shot)=0.2857142857142857
(feel free)=0.1
(consid peach)=0.6666666666666666
(mango slushi)=0.004
(taker prisonerstomomniket)=0.6666666666666666
(davvero hellocoop)=1.0
(mangocoast beachbound)=0.6666666666666666
(guess accessibleavail)=0.003898635477582846
(mint talk)=0.6666666666666666
(heat wave)=0.2222222222222222
(iner vs)=0.4
(veteran veteran)=0.4
(wish meet)=0.10526315789473684
(bodi big)=0.18181818181818182
(life home)=0.1
(struggl avoid)=0.5
(emblem awaken)=1.0
(man whos)=0.0035335689045936395
(video mtvhottest)=0.08695652173913043
(ben appreci)=0.16666666666666666
(killin mango)=1.0
(concert section)=0.15384615384615385
(ampionafrica new)=1.0
(bring k)=0.25
(soon truck)=0.2
(myasshurt correct)=0.6666666666666666
(sevillatapa youhadonejob)=1.0
(talk rag)=0.09523809523809523
(technicienn product)=0.6666666666666666
(resist cutipi)=1.0
(yay mobil)=0.25
(male cut)=0.25
(expect that)=0.6666666666666666
(doc town)=0.4
(went eat)=0.4
(just pass)=0.016
(busi pad)=0.3333333333333333
(click link)=0.14285714285714285
(come let)=0.05714285714285714
(pic dad)=0.037037037037037035
(work escali)=0.044444444444444446
(guess notic)=0.0044742729306487695
(“pastor cht)=1.0
(caluebear safe)=0.6666666666666666
(point let)=0.2222222222222222
(guess peppa)=0.003861003861003861
(think ridicul)=0.07407407407407407
(bone shop)=0.16666666666666666
(mkcuisin mkonlin)=0.6666666666666666
(movi guess)=0.15384615384615385
(soon salti)=0.16666666666666666
(ou saguenay)=0.0035714285714285713
(say reason)=0.09523809523809523
(hahaha tri)=0.2857142857142857
(benjaminlasni kind)=0.6666666666666666
(father day)=0.6666666666666666
(know end)=0.06896551724137931
(branch casio)=0.6666666666666666
(cuti twin)=0.3333333333333333
(salad medium)=0.25
(gave mango)=0.3333333333333333
(win rgilk)=0.046511627906976744
(woke think)=0.4
(away k)=0.2222222222222222
(see tomorrow)=0.08333333333333333
(wayyy eager)=0.6666666666666666
(plan drink)=0.14285714285714285
(lashvmango cricket)=0.6666666666666666
(mackenzi mango)=0.5
(photo mangopapi)=0.08333333333333333
(studi got)=0.3333333333333333
(guess season)=0.00291970802919708
(honest just)=0.6666666666666666
(realli want)=0.25
(mango smoothi)=0.02867383512544803
(twisti love)=1.0
(levi boosieoffici)=0.008968609865470852
(bread garden)=0.2857142857142857
(mango export)=0.0228310502283105
(mango banana)=0.005952380952380952
(atbb heall)=0.6666666666666666
(sex work)=0.2727272727272727
(wrong imag)=0.18181818181818182
(wont cool)=0.07692307692307693
(shes fun)=0.5
(dude hmu)=0.16666666666666666
(want wear)=0.0392156862745098
(green pepper)=0.18181818181818182
(puerto rican)=0.6666666666666666
(mango men)=0.004357298474945534
(poor guess)=0.4
(cook indian)=0.25
(x mam)=0.007633587786259542
(need depriv)=0.047619047619047616
(salt peanut)=0.25
(perfect harri)=0.14285714285714285
(come arkham)=0.043478260869565216
(interact opinion)=0.4
(mbdpa kballa)=0.6666666666666666
(high school)=0.4
(chile chicken)=0.3333333333333333
(notic camerondalla)=0.2
(pass demo)=0.10526315789473684
(guess rc)=0.002638522427440633
(pineappl juic)=0.10526315789473684
(make slow)=0.05555555555555555
(activ peopl)=0.4
(mango cpulieb)=0.003766478342749529
(day live)=0.01818181818181818
(camilacabello sorri)=0.6666666666666666
(blue raspberri)=0.18181818181818182
(ds emul)=0.029411764705882353
(sttin appli)=0.6666666666666666
(soshannonn aggress)=1.0
(hope sleep)=0.15384615384615385
(mean andrighetto)=0.16666666666666666
(ari guess)=0.046511627906976744
(ielebaron levi)=1.0
(inspector intertek)=0.6666666666666666
(soccer game)=0.5
(went differ)=0.2857142857142857
(alteo look)=1.0
(im sad)=0.009174311926605505
(skin lower)=0.2222222222222222
(chicken strip)=0.15384615384615385
(gnomeruss travers)=1.0
(open kingsway)=0.15384615384615385
(diabet ice)=0.5
(dunkin donut)=0.6666666666666666
(bottl day)=0.2222222222222222
(wee girl)=0.02197802197802198
(anna nicol)=0.06666666666666667
(larryoflarri whos)=1.0
(music jordan)=0.2857142857142857
(amanda better)=0.3333333333333333
(directeur approvisionn)=0.6666666666666666
(ragnbon man)=0.6666666666666666
(didnt went)=0.21428571428571427
(question new)=0.2222222222222222
(put win)=0.4
(smell mango)=0.6666666666666666
(guess stori)=0.003968253968253968
(kinda disappoint)=0.4
(cold tea)=0.2222222222222222
(let play)=0.043478260869565216
(errinnnnnn guess)=0.6666666666666666
(object ur)=0.5
(trade bike)=0.3333333333333333
(colinmorton mucho)=1.0
(better mangonada)=0.06060606060606061
(sale brand)=0.6666666666666666
(wake just)=0.18181818181818182
(levi today)=0.011299435028248588
(lilphat gone)=0.6666666666666666
(rice huskrub)=0.16666666666666666
(talk guess)=0.1
(rahyndeejam delilahbluexoxo)=0.6666666666666666
(didnt wanna)=0.1111111111111111
(frm d)=0.6666666666666666
(im say)=0.009009009009009009
(sick wait)=0.3333333333333333
(winner soon)=0.2857142857142857
(slept pretti)=0.5
(mangopapi darvinasafo)=0.6666666666666666
(bird swan)=0.2857142857142857
(save gold)=0.3333333333333333
(get free)=0.043478260869565216
(option guess)=0.5
(makeup seanhmakeup)=0.3333333333333333
(drug kind)=0.6666666666666666
(frank surpris)=0.6666666666666666
(dgodsm fashion)=0.6666666666666666
(mango fitbabessport)=0.008032128514056224
(ang libr)=0.0034071550255536627
(join turn)=0.16666666666666666
(lol hes)=0.07142857142857142
(maddei hous)=1.0
(like entir)=0.024096385542168676
(worst school)=0.4
(d jyj)=7.836990595611285E-4
(lévis gonna)=0.2222222222222222
(guess pass)=0.002702702702702703
(shop yeatss)=0.2222222222222222
(hurt guess)=0.15384615384615385
(tall amazon)=0.3333333333333333
(diyjean levi)=0.6666666666666666
(stop support)=0.1111111111111111
(summer twist)=0.10526315789473684
(xposal guess)=1.0
(ya kind)=0.03333333333333333
(fish taco)=0.2222222222222222
(guess butterfli)=0.003937007874015748
(choir member)=0.5
(arianagrand love)=0.6666666666666666
(updat aldosho)=0.4
(drink blend)=0.1
(perform pls)=0.2857142857142857
(havent talk)=0.16666666666666666
(custom okay)=0.4
(guess drive)=0.0027472527472527475
(elsa frozen)=0.5
(karang guni)=0.6666666666666666
(ice get)=0.024691358024691357
(myplac mountaincreameri)=0.6666666666666666
(that old)=0.017857142857142856
(levi total)=0.011764705882352941
(direct m)=0.10526315789473684
(guess book)=0.004434589800443459
(colorist stelzéard)=0.6666666666666666
(love care)=0.024096385542168676
(aid caissier)=0.10526315789473684
(canada web)=0.18181818181818182
(guess xx)=0.0025348542458808617
(jessicaxyl yeah)=1.0
(year ago)=0.06451612903225806
(pant that)=0.5
(post perman)=0.11764705882352941
(wont sell)=0.09090909090909091
(use mtn)=0.08
(speechless d)=0.6666666666666666
(better p)=0.0967741935483871
(chia seed)=0.5
(sit dont)=0.09090909090909091
(guess win)=0.006147540983606557
(pure thegrandfinal)=0.6666666666666666
(weight loss)=0.2857142857142857
(social media)=0.4
(opbjosi suppos)=1.0
(mécaniqu stejustin)=0.6666666666666666
(pass levi)=0.125
(infus hard)=0.4
(background costum)=0.4
(guess worri)=0.003372681281618887
(that wrap)=0.03333333333333333
(guess got)=0.008316008316008316
(caiti skamill)=0.6666666666666666
(guess fell)=0.002770083102493075
(bethannebric kayleebrice)=1.0
(kefir ferment)=0.6666666666666666
(pain topic)=0.10526315789473684
(anchor mango)=0.4
(grill mango)=0.2857142857142857
(whos watch)=0.06060606060606061
(make sens)=0.06666666666666667
(rag bone)=0.075
(music festiv)=0.3333333333333333
(got condo)=0.030303030303030304
(vote d)=0.2222222222222222
(everabenzil benjaminlasni)=1.0
(doesnt sound)=0.2222222222222222
(there reason)=0.15384615384615385
(right smh)=0.1111111111111111
(gigihadid japan)=0.2222222222222222
(movi poster)=0.15384615384615385
(guess song)=0.005494505494505495
(hard case)=0.25
(want camp)=0.03389830508474576
(day lashvmango)=0.013333333333333334
(onedrectinfan rememb)=0.2857142857142857
(shhuaib imumairk)=1.0
(der fav)=0.05405405405405406
(today leg)=0.06451612903225806
(amazon woman)=0.6666666666666666
(ozvan weird)=1.0
(near love)=0.4
(win free)=0.04
(annafowlerphoto great)=0.6666666666666666
(inquir mind)=0.6666666666666666
(wood grain)=0.45454545454545453
(peopl come)=0.047619047619047616
(guess jess)=0.0023612750885478157
(guess fuck)=0.0040650406504065045
(whitish guess)=0.5
(guess id)=0.0029585798816568047
(spend miserablem)=0.25
(d st)=0.0033751205400192863
(actual open)=0.125
(your suppos)=0.045454545454545456
(reason samuel)=0.25
(call sara)=0.16666666666666666
(guess im)=0.016129032258064516
(mango mushroom)=0.0036036036036036037
(like guess)=0.031746031746031744
(gentlemen weareisart)=0.6666666666666666
(number lol)=0.2857142857142857
(fruit pagal)=0.047619047619047616
(time just)=0.0425531914893617
(fiscalist lévis)=0.6666666666666666
(pic taylor)=0.06060606060606061
(reach age)=0.5
(thrift store)=0.6666666666666666
(notif tweet)=0.5
(pluto anymor)=0.4
(wergang gang)=1.0
(fear night)=0.3333333333333333
(nataliejillfit crab)=1.0
(pitch fastbal)=0.6666666666666666
(cya beta)=0.6666666666666666
(noooo guess)=0.5
(rs import)=0.01834862385321101
(sure old)=0.25
(levisuk that)=1.0
(im just)=0.011111111111111112
(cheeseburg larg)=0.25
(lightheart yeah)=0.6666666666666666
(pancak wont)=0.5
(alonibattl uhh)=1.0
(pakistan eu)=0.5
(relearn smite)=0.6666666666666666
(ahead miss)=0.4
(shannonntil interest)=0.5
(ratpac guess)=1.0
(ask help)=0.13333333333333333
(christhaclutch guess)=1.0
(memorieholiday guy)=1.0
(guess raisin)=0.0036231884057971015
(guess earli)=0.0025380710659898475
(guess soon)=0.0030627871362940277
(paper song)=0.5
(sandler make)=0.6666666666666666
(x grandtour)=0.008032128514056224
(oh rememb)=0.0425531914893617
(ofdim adob)=0.6666666666666666
(vs orlando)=0.2
(get guess)=0.04878048780487805
(end abrupt)=0.016666666666666666
(im actual)=0.008264462809917356
(davi canada)=0.4
(vannessvanwu live)=0.6666666666666666
(man just)=0.003289473684210526
(vanilla mango)=0.5
(communiti like)=0.6666666666666666
(get period)=0.04
(think mango)=0.1111111111111111
(just butt)=0.015384615384615385
(man prodgimo)=0.0032948929159802307
(chocol cake)=0.4
(imag levi)=0.2222222222222222
(guess bodi)=0.0038240917782026767
(richa indian)=0.5
(jean make)=0.16666666666666666
(just thought)=0.014925373134328358
(lil upset)=0.2
(like mom)=0.018018018018018018
(zschmeez guess)=0.6666666666666666
(min subway)=0.06666666666666667
(jonni matteo)=0.6666666666666666
(site mango)=0.4
(spaceshipslb bacon)=0.6666666666666666
(guess feel)=0.002336448598130841
(awak miss)=0.4
(salem barrycinemat)=0.6666666666666666
(rememb love)=0.14285714285714285
(compani gotta)=0.2222222222222222
(amyfayexxx guess)=1.0
(work fairtrad)=0.03636363636363636
(mean median)=0.1111111111111111
(aw guess)=0.02564102564102564
(mango familyfriend)=0.004106776180698152
(good valv)=0.044444444444444446
(sterolineprid lmfao)=0.6666666666666666
(know ther)=0.07142857142857142
(duhhdev mango)=1.0
(tattooandbun amaz)=1.0
(dad forev)=0.2222222222222222
(mcdonald life)=0.6666666666666666
(projet informatiqu)=0.6666666666666666
(met gigihadid)=0.08695652173913043
(abl hold)=0.08695652173913043
(lamolevo chucksvintageorigin)=0.6666666666666666
(iamrizkhan mango)=1.0
(guess guy)=0.004640371229698376
(make sure)=0.03389830508474576
(birthday today)=0.08695652173913043
(im follow)=0.013605442176870748
(ryanboyd sarramango)=1.0
(spriteoverho yall)=1.0
(groupon ofdim)=0.6666666666666666
(good place)=0.02531645569620253
(keep till)=0.16666666666666666
(send pic)=0.4
(want hurt)=0.03333333333333333
(new favorit)=0.045454545454545456
(ucbrows drama)=1.0
(order nd)=0.5
(acidiclest im)=1.0
(clevelandcav nba)=0.6666666666666666
(danc bachata)=0.4
(cisneross hous)=0.6666666666666666
(teamsecretdota need)=1.0
(funni guess)=0.6666666666666666
(life moment)=0.125
(ashbenzo abcfpll)=0.6666666666666666
(plan servic)=0.15384615384615385
(shameless empower)=0.6666666666666666
(psychologu levi)=0.6666666666666666
(omg believ)=0.6666666666666666
(im abl)=0.007936507936507936
(lejlakbabi gibb)=1.0
(wont let)=0.13333333333333333
(rydyflyguy make)=0.6666666666666666
(guess real)=0.0056657223796034
(balticsealadi rag)=1.0
(firstavenuegirl clock)=1.0
(miss star)=0.04878048780487805
(woke mom)=0.2857142857142857
(mango haze)=0.006024096385542169
(time sell)=0.03571428571428571
(flood quak)=0.6666666666666666
(crack mah)=0.375
(just batter)=0.012269938650306749
(chees morn)=0.15384615384615385
(katkesro im)=1.0
(shoot capetown)=0.2857142857142857
(verizonsupport wellsfargo)=0.6666666666666666
(tighter like)=0.6666666666666666
(tri delici)=0.020833333333333332
(wow sorri)=0.6666666666666666
(playoff gambit)=0.6666666666666666
(bob seger)=0.5
(guess ok)=0.0038809831824062097
(liberia forev)=0.6666666666666666
(levi match)=0.02608695652173913
(bro mango)=0.12
(kayleebrice guess)=0.6666666666666666
(blueberri mango)=0.6666666666666666
(romalisscott dude)=1.0
(soul seasick)=0.5
(song help)=0.16666666666666666
(giventh imal)=0.6666666666666666
(cocktail pineappl)=0.2
(blend pc)=0.5
(centr jeuness)=0.4
(share subscriib)=0.16666666666666666
(get earli)=0.05263157894736842
(suppos meet)=0.2222222222222222
(goal hope)=0.4
(thesanelkesm gibb)=1.0
(bulk deal)=0.6666666666666666
(pin jean)=0.04081632653061224
(fun rjs)=0.06451612903225806
(wors smile)=0.25
(cabbag coconut)=0.6666666666666666
(told u)=0.4
(goodmorningg stop)=0.6666666666666666
(ahmtooissa dianacowboy)=0.6666666666666666
(chan guess)=0.06666666666666667
(tea morn)=0.05555555555555555
(stationeri quot)=0.6666666666666666
(bad communiti)=0.11764705882352941
(share stout)=0.3333333333333333
(glass ice)=0.2857142857142857
(plsebig game)=0.6666666666666666
(guess gigihadid)=0.0038240917782026767
(mangotsfieldutdmango vet)=0.6666666666666666
(account phone)=0.25
(chucksvintageorigin vintagedenim)=0.6666666666666666
(mango season)=0.0076045627376425855
(guelph exclus)=0.6666666666666666
(happi lunch)=0.3333333333333333
(guess goodmorningg)=0.003424657534246575
(reup cococherrymango)=1.0
(solo dm)=0.5
(chamomil tea)=0.6666666666666666
(jvgauer sportschitown)=1.0
(jacqu er)=0.6666666666666666
(appl mango)=0.06493506493506493
(train raw)=0.6666666666666666
(hire grillardin)=0.09090909090909091
(guess bird)=0.002717391304347826
(perman randstad)=0.4
(look half)=0.043478260869565216
(dont crack)=0.08333333333333333
(check wallet)=0.18181818181818182
(major good)=0.6666666666666666
(video diari)=0.09090909090909091
(put near)=0.3333333333333333
(lassi drink)=0.2222222222222222
(levi canada)=0.03225806451612903
(street think)=0.3333333333333333
(open tonight)=0.18181818181818182
(want tote)=0.034482758620689655
(serv mango)=0.06060606060606061
(mosssideket eggless)=0.6666666666666666
(delici berlin)=0.125
(got fat)=0.04
(ill forget)=0.015503875968992248
(iariel sudden)=0.6666666666666666
(tri slice)=0.02
(oshlakh civil)=1.0
(guess twelvmag)=0.0025188916876574307
(start wearin)=0.07692307692307693
(work boafranc)=0.0392156862745098
(starbuck where)=0.4
(loan appli)=0.2857142857142857
(passion fruit)=0.5555555555555556
(fruit think)=0.05
(ragandbon shop)=0.6666666666666666
(technolog ltée)=0.6666666666666666
(sick townpark)=0.2857142857142857
(levi crazi)=0.01015228426395939
(open caissepopulair)=0.1111111111111111
(go tweet)=0.0028368794326241137
(corsair microbreweri)=0.6666666666666666
(yeiiowbang let)=0.6666666666666666
(lexi ice)=0.4
(light shine)=0.2
(twitter thing)=0.25
(amxndanicol like)=1.0
(levi jysklv)=0.015037593984962405
